"campaignid","sample","latitude_dd","longitude_dd","location","site","depth_m","observer_count","successful_count","successful_length","status","observer_length","date_time"
"2014-12_Geographe.Bay_stereoBRUVs","GBR2-2",-33.594,115.1884,"Geographe Bay","Geographe Bay",16.2,"Curtin","Yes","Yes","Fished","Unknown","2014-12-17T13:42:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR2-3",-33.5941,115.1865,"Geographe Bay","Geographe Bay",16.4,"Unknown","Yes","Yes","Fished","Unknown","2014-12-17T13:44:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR2-4",-33.5937,115.193,"Geographe Bay","Geographe Bay",16.2,"Curtin","Yes","No","Fished","Unknown","2014-12-17T13:38:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR3-1",-33.5945,115.1819,"Geographe Bay","Geographe Bay",17.6,"Unknown","Yes","Yes","Fished","Unknown","2014-12-17T13:53:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR3-2",-33.5937,115.193,"Geographe Bay","Geographe Bay",17.9,"Unknown","Yes","No","Fished","Unknown","2014-12-17T13:30:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR3-3",-33.5937,115.184,"Geographe Bay","Geographe Bay",17,"Curtin","Yes","Yes","Fished","Unknown","2014-12-17T13:47:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR3-4",-33.5939,115.1851,"Geographe Bay","Geographe Bay",16.6,"Unknown","Yes","Yes","Fished","Unknown","2014-12-17T13:46:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR4-1",-33.5933,115.2081,"Geographe Bay","Geographe Bay",16.1,"Logan","Yes","Yes","Fished","Unknown","2014-12-17T12:11:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR4-2",-33.5928,115.2102,"Geographe Bay","Geographe Bay",16.3,"Hayley","Yes","Yes","Fished","Unknown","2014-12-17T12:13:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR5-1",-33.5932,115.2119,"Geographe Bay","Geographe Bay",16.2,"Hayley","Yes","Yes","Fished","Unknown","2014-12-17T12:15:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR5-2",-33.5927,115.2148,"Geographe Bay","Geographe Bay",16.6,"Hayley","Yes","Yes","Fished","Unknown","2014-12-17T12:17:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","GBR5-3",-33.5924,115.2175,"Geographe Bay","Geographe Bay",16.4,"Logan","Yes","No","Fished","Unknown","2014-12-17T12:19:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","RB1",-33.5346,115.2177,"Geographe Bay","Geographe Bay",28,"Hayley","Yes","Yes","Fished","Unknown","2014-12-09T06:49:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","RB2",-33.5086,115.2255,"Geographe Bay","Geographe Bay",30,"Hayley","Yes","Yes","Fished","Unknown","2014-12-09T09:39:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","RC1",-33.4628,115.24,"Geographe Bay","Geographe Bay",34.2,"Hayley","Yes","Yes","Fished","Unknown","2014-12-09T10:09:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","RC2",-33.4864,115.178,"Geographe Bay","Geographe Bay",34.3,"Hayley","Yes","Yes","Fished","Unknown","2014-12-09T10:34:00+08:00"
"2014-12_Geographe.Bay_stereoBRUVs","RC3",-33.4705,115.1684,"Geographe Bay","Geographe Bay",35,"Hayley","Yes","Yes","Fished","Unknown","2014-12-09T13:11:00+08:00"
